Jun 30 18:12:51.073698 np0000038507 systemd[1]: Started devstack@memory_tracker.service - Devstack devstack@memory_tracker.service.
Jun 30 18:12:51.081602 np0000038507 memory_tracker.sh[43661]: [[[
Jun 30 18:12:51.082349 np0000038507 memory_tracker.sh[43676]: Tue Jun 30 18:12:51 UTC 2026
Jun 30 18:12:51.082510 np0000038507 memory_tracker.sh[43661]: ---
Jun 30 18:12:51.082549 np0000038507 memory_tracker.sh[43661]: memory_tracker low_point: 10782432
Jun 30 18:12:51.082549 np0000038507 memory_tracker.sh[43661]: ---
Jun 30 18:12:51.083496 np0000038507 memory_tracker.sh[43678]: MemTotal:       12245844 kB
Jun 30 18:12:51.083496 np0000038507 memory_tracker.sh[43678]: MemFree:          344580 kB
Jun 30 18:12:51.083496 np0000038507 memory_tracker.sh[43678]: MemAvailable:   10781428 kB
Jun 30 18:12:51.083496 np0000038507 memory_tracker.sh[43678]: Buffers:          241960 kB
Jun 30 18:12:51.083496 np0000038507 memory_tracker.sh[43678]: Cached:          9945896 kB
Jun 30 18:12:51.083496 np0000038507 memory_tracker.sh[43678]: SwapCached:            4 kB
Jun 30 18:12:51.083496 np0000038507 memory_tracker.sh[43678]: Active:           929616 kB
Jun 30 18:12:51.083496 np0000038507 memory_tracker.sh[43678]: Inactive:        9892160 kB
Jun 30 18:12:51.083496 np0000038507 memory_tracker.sh[43678]: Active(anon):     685208 kB
Jun 30 18:12:51.083496 np0000038507 memory_tracker.sh[43678]: Inactive(anon):     1036 kB
Jun 30 18:12:51.083496 np0000038507 memory_tracker.sh[43678]: Active(file):     244408 kB
Jun 30 18:12:51.083496 np0000038507 memory_tracker.sh[43678]: Inactive(file):  9891124 kB
Jun 30 18:12:51.083496 np0000038507 memory_tracker.sh[43678]: Unevictable:      143596 kB
Jun 30 18:12:51.083496 np0000038507 memory_tracker.sh[43678]: Mlocked:          142396 kB
Jun 30 18:12:51.083496 np0000038507 memory_tracker.sh[43678]: SwapTotal:       8388604 kB
Jun 30 18:12:51.083496 np0000038507 memory_tracker.sh[43678]: SwapFree:        8388336 kB
Jun 30 18:12:51.083496 np0000038507 memory_tracker.sh[43678]: Zswap:               236 kB
Jun 30 18:12:51.083496 np0000038507 memory_tracker.sh[43678]: Zswapped:             44 kB
Jun 30 18:12:51.083496 np0000038507 memory_tracker.sh[43678]: Dirty:            215268 kB
Jun 30 18:12:51.083496 np0000038507 memory_tracker.sh[43678]: Writeback:             0 kB
Jun 30 18:12:51.083496 np0000038507 memory_tracker.sh[43678]: AnonPages:        777344 kB
Jun 30 18:12:51.083496 np0000038507 memory_tracker.sh[43678]: Mapped:           162828 kB
Jun 30 18:12:51.083496 np0000038507 memory_tracker.sh[43678]: Shmem:             32464 kB
Jun 30 18:12:51.083496 np0000038507 memory_tracker.sh[43678]: KReclaimable:     627000 kB
Jun 30 18:12:51.083496 np0000038507 memory_tracker.sh[43678]: Slab:             756668 kB
Jun 30 18:12:51.083496 np0000038507 memory_tracker.sh[43678]: SReclaimable:     627000 kB
Jun 30 18:12:51.083496 np0000038507 memory_tracker.sh[43678]: SUnreclaim:       129668 kB
Jun 30 18:12:51.083496 np0000038507 memory_tracker.sh[43678]: KernelStack:        7904 kB
Jun 30 18:12:51.083496 np0000038507 memory_tracker.sh[43678]: PageTables:         8916 kB
Jun 30 18:12:51.083496 np0000038507 memory_tracker.sh[43678]: SecPageTables:         0 kB
Jun 30 18:12:51.083496 np0000038507 memory_tracker.sh[43678]: NFS_Unstable:          0 kB
Jun 30 18:12:51.083496 np0000038507 memory_tracker.sh[43678]: Bounce:                0 kB
Jun 30 18:12:51.083496 np0000038507 memory_tracker.sh[43678]: WritebackTmp:          0 kB
Jun 30 18:12:51.083496 np0000038507 memory_tracker.sh[43678]: CommitLimit:    14511524 kB
Jun 30 18:12:51.083496 np0000038507 memory_tracker.sh[43678]: Committed_AS:    2204812 kB
Jun 30 18:12:51.083496 np0000038507 memory_tracker.sh[43678]: VmallocTotal:   13743895347199 kB
Jun 30 18:12:51.083496 np0000038507 memory_tracker.sh[43678]: VmallocUsed:       27776 kB
Jun 30 18:12:51.083496 np0000038507 memory_tracker.sh[43678]: VmallocChunk:          0 kB
Jun 30 18:12:51.083496 np0000038507 memory_tracker.sh[43678]: Percpu:             4992 kB
Jun 30 18:12:51.083496 np0000038507 memory_tracker.sh[43678]: HardwareCorrupted:     0 kB
Jun 30 18:12:51.083496 np0000038507 memory_tracker.sh[43678]: AnonHugePages:         0 kB
Jun 30 18:12:51.083496 np0000038507 memory_tracker.sh[43678]: ShmemHugePages:        0 kB
Jun 30 18:12:51.083496 np0000038507 memory_tracker.sh[43678]: ShmemPmdMapped:        0 kB
Jun 30 18:12:51.083496 np0000038507 memory_tracker.sh[43678]: FileHugePages:         0 kB
Jun 30 18:12:51.083496 np0000038507 memory_tracker.sh[43678]: FilePmdMapped:         0 kB
Jun 30 18:12:51.083496 np0000038507 memory_tracker.sh[43678]: Unaccepted:            0 kB
Jun 30 18:12:51.083496 np0000038507 memory_tracker.sh[43678]: HugePages_Total:       0
Jun 30 18:12:51.083496 np0000038507 memory_tracker.sh[43678]: HugePages_Free:        0
Jun 30 18:12:51.083496 np0000038507 memory_tracker.sh[43678]: HugePages_Rsvd:        0
Jun 30 18:12:51.083496 np0000038507 memory_tracker.sh[43678]: HugePages_Surp:        0
Jun 30 18:12:51.083496 np0000038507 memory_tracker.sh[43678]: Hugepagesize:       2048 kB
Jun 30 18:12:51.083496 np0000038507 memory_tracker.sh[43678]: Hugetlb:               0 kB
Jun 30 18:12:51.083496 np0000038507 memory_tracker.sh[43678]: DirectMap4k:      282476 kB
Jun 30 18:12:51.083496 np0000038507 memory_tracker.sh[43678]: DirectMap2M:     8105984 kB
Jun 30 18:12:51.083496 np0000038507 memory_tracker.sh[43678]: DirectMap1G:     6291456 kB
Jun 30 18:12:51.084179 np0000038507 memory_tracker.sh[43661]: ---
Jun 30 18:12:51.093869 np0000038507 memory_tracker.sh[43681]:        PID   %MEM             RSS       PPID       TIME     NLWP WCHAN                     COMMAND
Jun 30 18:12:51.093869 np0000038507 memory_tracker.sh[43681]:      43011    3.1          387312          1   00:00:00       38 do_poll.constprop.0       /usr/sbin/mysqld
Jun 30 18:12:51.093869 np0000038507 memory_tracker.sh[43681]:      18121    1.1          135336          1   00:00:03       32 do_select                 /usr/lib/erlang/erts-13.2.2.5/bin/beam.smp -W w -MBas ageffcbf -MHas ageffcbf -MBlmbcs 512 -MHlmbcs 512 -MMmcs 30 -pc unicode -P 1048576 -t 5000000 -stbt db -zdbbl 128000 -sbwt none -sbwtdcpu none -sbwtdio none -- -root /usr/lib/erlang -bindir /usr/lib/erlang/erts-13.2.2.5/bin -progname erl -- -home /var/lib/rabbitmq -- -pa  -noshell -noinput -s rabbit boot -boot start_sasl -syslog logger [] -syslog syslog_error_logger false -kernel prevent_overlapping_partitions false -enable-feature maybe_expr
Jun 30 18:12:51.093869 np0000038507 memory_tracker.sh[43681]:      27688    0.9          116236          1   00:00:00       13 do_poll.constprop.0       ovs-vswitchd unix:/var/run/openvswitch/db.sock -vconsole:emer -vsyslog:err -vfile:info --mlockall --no-chdir --log-file=/var/log/openvswitch/ovs-vswitchd.log --pidfile=/var/run/openvswitch/ovs-vswitchd.pid --detach
Jun 30 18:12:51.093869 np0000038507 memory_tracker.sh[43681]:      42291    0.7           93340          1   00:00:00        1 skb_wait_for_more_packets /opt/stack/data/venv/bin/python3 /opt/stack/devstack/files/openstack-cli-server/openstack-cli-server
Jun 30 18:12:51.093869 np0000038507 memory_tracker.sh[43681]:      11462    0.3           40704      11460   00:00:00        8 ep_poll                   /usr/sbin/haproxy -Ws -f /etc/haproxy/haproxy.cfg -p /run/haproxy.pid -S /run/haproxy-master.sock
Jun 30 18:12:51.093869 np0000038507 memory_tracker.sh[43681]:        372    0.2           27296          1   00:00:00        7 futex_wait_queue          /sbin/multipathd -d -s
Jun 30 18:12:51.093869 np0000038507 memory_tracker.sh[43681]:      36366    0.2           26944          1   00:00:00       20 do_poll.constprop.0       /usr/sbin/libvirtd --timeout 120
Jun 30 18:12:51.093869 np0000038507 memory_tracker.sh[43681]:      41153    0.2           26436          1   00:00:00        1 ep_poll                   /usr/sbin/smbd --foreground --no-process-group
Jun 30 18:12:51.093869 np0000038507 memory_tracker.sh[43681]:       2414    0.2           26268       2413   00:00:00        2 do_wait                   /usr/bin/python3
Jun 30 18:12:51.094195 np0000038507 memory_tracker.sh[43681]:       2206    0.1           20916          1   00:00:00        4 do_poll.constprop.0       /usr/libexec/packagekitd
Jun 30 18:12:51.094195 np0000038507 memory_tracker.sh[43681]:       1313    0.1           20420          1   00:01:13        2 inet_csk_accept           /usr/bin/python3
Jun 30 18:12:51.094195 np0000038507 memory_tracker.sh[43681]:      17013    0.1           20016          1   00:00:00        1 ep_poll                   /usr/lib/systemd/systemd-journald
Jun 30 18:12:51.094195 np0000038507 memory_tracker.sh[43681]:      41223    0.1           18592          1   00:00:00        1 ep_poll                   /usr/sbin/nmbd --foreground --no-process-group
Jun 30 18:12:51.094195 np0000038507 memory_tracker.sh[43681]:      30005    0.1           15484          1   00:00:00        1 do_poll.constprop.0       /usr/sbin/virtlockd
Jun 30 18:12:51.094195 np0000038507 memory_tracker.sh[43681]:      36403    0.1           15432          1   00:00:00        1 do_poll.constprop.0       /usr/sbin/virtlogd
Jun 30 18:12:51.094195 np0000038507 memory_tracker.sh[43681]:      32090    0.1           14180          1   00:00:00        1 do_poll.constprop.0       /usr/sbin/iscsid
Jun 30 18:12:51.094195 np0000038507 memory_tracker.sh[43681]:          1    0.1           14136          0   00:00:10        1 ep_poll                   /sbin/init nofb
Jun 30 18:12:51.094195 np0000038507 memory_tracker.sh[43681]:      11460    0.1           13340          1   00:00:00        1 ep_poll                   /usr/sbin/haproxy -Ws -f /etc/haproxy/haproxy.cfg -p /run/haproxy.pid -S /run/haproxy-master.sock
Jun 30 18:12:51.094195 np0000038507 memory_tracker.sh[43681]:        479    0.1           13032          1   00:00:00        1 ep_poll                   /usr/lib/systemd/systemd-resolved
Jun 30 18:12:51.094195 np0000038507 memory_tracker.sh[43681]:       4605    0.1           12444       2417   00:00:00        1 pipe_read                 /usr/bin/python3.12 /opt/stack/devstack/tools/outfilter.py -v --no-timestamp -o /opt/stack/logs/devstacklog.txt.2026-06-30-180831
Jun 30 18:12:51.094195 np0000038507 memory_tracker.sh[43681]:       4610    0.1           12364       2417   00:00:00        1 pipe_read                 /usr/bin/python3.12 /opt/stack/devstack/tools/outfilter.py -o /opt/stack/logs/devstacklog.txt.2026-06-30-180831.summary.2026-06-30-180831
Jun 30 18:12:51.094195 np0000038507 memory_tracker.sh[43681]:       1171    0.0           11520          1   00:00:00        1 ep_poll                   /usr/lib/systemd/systemd --user
Jun 30 18:12:51.094195 np0000038507 memory_tracker.sh[43681]:       2417    0.0           11512       2415   00:00:02        1 pipe_read                 bash ./stack.sh
Jun 30 18:12:51.094195 np0000038507 memory_tracker.sh[43681]:      38675    0.0            9988       2417   00:00:00        1 do_wait                   bash ./stack.sh
Jun 30 18:12:51.094387 np0000038507 memory_tracker.sh[43681]:        843    0.0            9672          1   00:00:00        1 ep_poll                   /usr/lib/systemd/systemd-networkd
Jun 30 18:12:51.094387 np0000038507 memory_tracker.sh[43681]:        539    0.0            9532          1   00:00:00        1 ep_poll                   /usr/lib/systemd/systemd-logind
Jun 30 18:12:51.094387 np0000038507 memory_tracker.sh[43681]:      28169    0.0            8940          1   00:00:00        1 do_poll.constprop.0       ovsdb-server -vconsole:off -vfile:info --log-file=/var/log/ovn/ovsdb-server-sb.log --remote=punix:/var/run/ovn/ovnsb_db.sock --pidfile=/var/run/ovn/ovnsb_db.pid --unixctl=/var/run/ovn/ovnsb_db.ctl --remote=db:OVN_Southbound,SB_Global,connections --private-key=db:OVN_Southbound,SSL,private_key --certificate=db:OVN_Southbound,SSL,certificate --ca-cert=db:OVN_Southbound,SSL,ca_cert --ssl-protocols=db:OVN_Southbound,SSL,ssl_protocols --ssl-ciphers=db:OVN_Southbound,SSL,ssl_ciphers /var/lib/ovn/ovnsb_db.db
